productName,genericName,packSize,gmsNo,costPrice,vatRate,manufacturer,legalCategory,barcode,ipuCode
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,20,,5.03,0,Perrigo,,5011080130766,5099627051750
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,20,,5.03,0,Perrigo,,5012616118661,5099627051750
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,20,,5.03,0,Perrigo,,5012616266225,5099627051750
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,60,28812,14.03,0,Perrigo,,5011080130773,5099627119344
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,60,28812,14.03,0,Perrigo,,5011080930779,5099627119344
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,60,28812,14.03,0,Perrigo,,5012616118678,5099627119344
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,60,28812,14.03,0,Perrigo,,5012616266232,5099627119344
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,100,,18.67,0,Perrigo,,5012616118685,5099627900805
NIQUITIN MINI 4MG MINT LOZENGES,NICOTINE,100,,18.67,0,Perrigo,,5012616266249,5099627900805
NIQUITIN STRIPS MINT 2.5MG ORODISP FILM,NICOTINE,15,,5.67,0,Perrigo,P,5011080145920,5099627739399
NIQUITIN STRIPS MINT 2.5MG ORODISP FILM,NICOTINE,60,,19.00,0,Perrigo,P,5011080145937,5099627739405
NITOMAN 25MG TABS,TETRABENAZINE,112,36524,131.84,0,Cambrdg Lb,S1B,5024403001612,5099627838245
NITOMAN 25MG TABS,TETRABENAZINE,112,36524,131.84,0,Cambrdg Lb,S1B,5036631009063,5099627838245
NITRAZEPAM 2.5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,100,,0.00,0,Unlicensed Medicines,CD41,,2200002952958
NITRAZEPAM 2.5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,150,,0.00,0,Unlicensed Medicines,CD41,,2200002792196
NITRAZEPAM 2.5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,200,,0.00,0,Unlicensed Medicines,CD41,,2200002943802
NITRAZEPAM 5MG TABS ULM POA,NITRAZEPAM,28,,0.00,0,Unlicensed Medicines,CD41,,5099627176477
NITRAZEPAM 5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,100,,0.00,0,Unlicensed Medicines,CD41,,2200002949484
NITRAZEPAM 5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,200,,0.00,0,Unlicensed Medicines,CD41,,2200002947060
NITRAZEPAM 5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,500,,0.00,0,Unlicensed Medicines,CD41,,2200002781039
NITRAZEPAM 5MG/5ML ORAL SUSP ULM POA,NITRAZEPAM,500,,115.84,0,Rosemont,,5016119103599,
NITRENDIPIN 10MG TABS ULM POA,NITRENDIPINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781046
NITRILE EXAM GLOVES PDR/FREE NON-STRL SM,,1,,5.87,23,Pharmed,,,5099627597210
NITRO,,1,,90.65,0,,,,
NITRO CARINO 1MG/1ML 50ML SOLN/INJ ULM,GLYCERYL TRINITRATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002776752
NITRO POHL 1MG/1ML SOLN/INF 5ML ULM POA,NITROGLYCERIN,10,,0.00,23,Unlicensed Medicines,S1A,,5099627111379
NITRO POHL 1MG/ML SOLN/INF 50ML ULM POA,GLYCERYL TRINITRATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002877275
NITRO-BID 2% OINTMENT ULM POA,GLYCERYL TRINITRATE,30,,0.00,23,Unlicensed Medicines,S1A,,2200002776721
NITRO-BID 2% OINTMENT ULM POA,GLYCERYL TRINITRATE,60,,0.00,23,Unlicensed Medicines,S1A,,2200002797979
NITRO-TIME 2.5MG  EXT REL CAPS ULM POA,GLYCERYL TRINITRATE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002938129
NITROFURANTOIN 25MG/5ML ORAL SUSP ULM,NITROFURANTOIN,200,20123,82.98,0,Unlicensed Medicines,S1A,,2200002792219
NITROFURANTOIN 25MG/5ML SUSP ULM,NITROFURANTOIN,200,20123,82.98,0,,,,
NITROFURANTOIN 50MG/5ML OR SUSP ULM POA,NITROFURANTOIN,150,,0.00,0,Unlicensed Medicines,S1A,,2200002781084
NITROFURANTOIN 5MG/5ML OR SUSP ULM POA,NITROFURANTOIN,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781091
NITROFURANTOIN 5MG/5ML OR SUSP ULM POA,NITROFURANTOIN,200,,0.00,0,Unlicensed Medicines,S1A,,2200002781107
NITROFURANTOIN 5MG/ML OR SUSP ULM POA,NITROFURANTOIN,60,,0.00,0,Unlicensed Medicines,S1A,,2200002781053
NITROFURANTOIN 5MG/ML OR SUSP ULM POA,NITROFURANTOIN,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781060
NITROFURANTOIN 5MG/ML OR SUSP ULM POA,NITROFURANTOIN,150,,0.00,0,Unlicensed Medicines,S1A,,2200002781077
NITROFURANTOIN 5MG/ML OR SUSP ULM POA,NITROFURANTOIN,300,,0.00,0,,,,
NITROFURANTOIN 5MG/ML OR SUSP ULM POA,NITROFURANTOIN,300,,0.00,0,Unlicensed Medicines,S1A,,2200002792202
NITROFURANTOIN 5MG/ML ORAL SUSP ULM,NITROFURANTOIN,200,20123,82.98,0,,,,
NITROFURANTOIN 8MG/ML ORAL SUSP  ULM POA,NITROFURANTOIN,30,,0.00,0,Unlicensed Medicines,S1A,,2200002781114
NITROGLYCERIN SLOCAPS 2.5MG CAPS ULM POA,GLYCERYL TRINITRATE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002776783
NITROLINGUAL 0.8MG CAPS ULM POA,GLYCERYL TRINITRATE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002776677
NITROLINGUAL 1MG/ML SOLN/INF 5ML ULM POA,GLYCERYL TRINITRATE,10,,0.00,23,Unlicensed Medicines,S1A,,2200002936408
NITROLINGUAL PUMPSPRAY 400MCG 200 DS,GLYCERYL TRINITRATE,1,40664,5.96,0,Intrapharm,S1B,4029125064687,5099627549141
NITROLINGUAL PUMPSPRAY 400MCG 200 DS,GLYCERYL TRINITRATE,1,40664,5.96,0,Intrapharm,S1B,5013675000744,5099627549141
NITROLINGUAL PUMPSPRAY 400MCG 200 DS,GLYCERYL TRINITRATE,1,40664,5.96,0,Intrapharm,S1B,5013837321953,5099627549141
NITROLINGUAL PUMPSPRAY 400MCG 200 DS LTT,GLYCERYL TRINITRATE,1,42442,5.79,0,,,,
NITROLINGUAL PUMPSPRAY 400MCG 200 DS PCO,GLYCERYL TRINITRATE,1,,5.79,0,Pco,S1B,,5099627087865
NITRONAL 1MG/ML SOLN FOR INF 5ML ULM POA,GLYCERYL TRINITRATE,10,,0.00,23,Unlicensed Medicines,S1A,,2200002776745
NITRONAL 1MG/ML SOLN/INF 50ML ULM POA,GLYCERYL TRINITRATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002789950
NITROPRESS 25MG/ML SOLN/INJ 2ML ULM POA,SODIUM NITROPRUSSIDE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002794022
NITROPRUSSIAT FIDES 50MG PDR/INJ ULM,SODIUM NITROPRUSSIDE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002882163
NIVAQUINE 100MG TABS ULM POA,CHLOROQUINE,20,,0.00,0,Unlicensed Medicines,S1A,,2200002977784
NIVEMYCIN 500MG TABS ULM,NEOMYCIN,100,20106,149.50,0,Unlicensed Medicines,S1A,,2200002799669
NIVEMYCIN 500MG TABS ULM,NEOMYCIN SULFATE,100,20106,149.50,0,,,,
NIVESTIM 12MU/0.2ML SOLN FOR INJ/INF PFS,FILGRASTIM,5,88537,269.15,23,Pfizer,S1A,304090012951,5099627147378
NIVESTIM 30MU/0.5ML SOLN FOR INJ/INF PFS,FILGRASTIM,5,88538,255.32,23,Pfizer,S1A,304090012968,5099627147385
NIVESTIM 30MU/0.5ML SOLN FOR INJ/INF PFS,FILGRASTIM,5,88538,255.32,23,Pfizer,S1A,5015997108153,5099627147385
NIVESTIM 48MU/0.5ML SOLN FOR INJ/INF PFS,FILGRASTIM,5,88539,401.07,23,Pfizer,S1A,304090012975,5099627147408
NIVESTIM 48MU/0.5ML SOLN FOR INJ/INF PFS,FILGRASTIM,5,88539,401.07,23,Pfizer,S1A,5015997108160,5099627147408
NIX 98.66% STYPTIC PENCIL 5G  ULM POA,ALUMINIUM SULFATE,1,,0.00,23,Unlicensed Medicines,S1A,,2200002765701
NIZATIDINE 150MG CAPS HARD ULM POA,NIZATIDINE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002903998
NIZORAL 20MG/G CREAM,KETOCONAZOLE,30,46094,5.19,23,John&john,P,3574661643908,5099627220446
NIZORAL 20MG/G CREAM,KETOCONAZOLE,30,46094,5.19,23,John&john,P,5012674043035,5099627220446
NIZORAL 20MG/G CREAM,KETOCONAZOLE,30,46094,5.19,23,John&john,P,5099467001908,5099627220446
NIZORAL 20MG/G CREAM LEXON,KETOCONAZOLE,30,,5.03,0,Lexon Uk,P,5037015035531,5099627384063
NIZORAL 20MG/G SHAMPOO,KETOCONAZOLE,120,76333,4.66,23,Clonmel,S1B,5012674043066,5099627453844
NIZORAL 20MG/G SHAMPOO,KETOCONAZOLE,120,76333,4.66,23,Clonmel,S1B,5099467001892,5099627453844
NIZORAL 20MG/G SHAMPOO,KETOCONAZOLE,120,76333,4.66,23,Clonmel,S1B,5099562743154,5099627453844
NIZORAL 20MG/G SHAMPOO B&S,KETOCONAZOLE,120,,4.65,23,,,,
NIZORAL DANDRUFF 20MG/G SHAMPOO,KETOCONAZOLE,100,,9.18,23,Clonmel,P,5027097904719,5099627801454
NIZORAL DANDRUFF 20MG/G SHAMPOO,KETOCONAZOLE,100,,9.18,23,Clonmel,P,5099562743055,5099627801454
NIZORAL DANDRUFF 20MG/G SHAMPOO PCO,KETOCONAZOLE,120,,8.49,23,Pco,P,,5099627547598
NO 3 AMBULANCE DRESSING X LARGE,,1,,1.95,23,Pharmacare,,5060131883335,5099627072502
NO GERMS REFILL,,5,,79.00,23,Pharmaher,,85656500968,
NO GERMS REFILL,,5,,79.00,23,Pharmaher,,856565000968,
NO SPA 20MG/ML 2ML AMPS ULM POA,DROTAVERINE,5,,0.00,23,Unlicensed Medicines,S1A,,2200002770446
NO SPA 40MG TABS ULM POA,DROTAVERINE,20,,0.00,0,Unlicensed Medicines,S1A,,2200002770453
NO SPA 80MG TABS ULM POA,DROTAVERINE,20,,0.00,0,Unlicensed Medicines,S1A,,2200002770460
NO-BLUSH NIACIN 500MG CAPS ULM POA,NICOTINIC ACID,100,,0.00,13.50,Unlicensed Medicines,S1A,,5099627158428
NOCERTONE 60MG TABS ULM POA,OXETORONE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002781725
NOCTAMID 1MG TABS,LORMETAZEPAM,30,36838,4.14,0,Bayer,,5391404141020,
NOCTAMID 1MG TABS PCO,LORMETAZEPAM,30,,4.01,0,Pco,CD41,,5099627803212
NOCTAMID TABS 0.5MG,LORMETAZEPAM,30,,2.90,0,Scheringag,,5391404141013,
NOCTONIN 2MG CAPS ULM POA,MELATONIN ,60,,0.00,0,Unlicensed Medicines,S1A,,2200002799065
NOLPACID 20MG GAST RES TABS PANTOPRAZOLE,PANTOPRAZOLE,14,,8.54,0,Krka Pharm,P,3838989666224,5099627276306
NOLPAZA 20MG GAST RES TABS PANTOPRAZOLE,PANTOPRAZOLE,28,43403,2.75,0,Krka Pharm,S1B,3838989580551,5099627186568
NOLPAZA 40MG GAST RES TABS PANTOPRAZOLE,PANTOPRAZOLE,28,43404,3.36,0,Krka Pharm,S1B,3838989580544,5099627186582
NOLVADEX D 20MG TABS ULM  POA,,30,,0.00,0,Unlicensed Medicines,,,2200002897068
NOMEGESTROL 5MG TABS ULM POA,NOMEGESTROL ACETATE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002881944
NON ADHESIVE FOAM DRESSING 10X10CM,,10,,18.97,23,Steroplast,,,5099627081887
NON ALLERGIC TAPE SILK 1.25CMX9M,,1,85588,0.60,23,Fleming,,,5099627154017
NON ALLERGIC TAPE SILK 2.5CMX9M,,1,85596,1.49,23,Fleming,,,5099627299633
NON ALLERGIC TAPE SILK 5CMX9M,,1,85618,2.20,23,Unk,,,5099627861830
NON STERILE SWABS 8PLY 10CM X 10CM,,1,,5.26,23,Blackhall,,,5099627689137
NON STERILE SWABS 8PLY 9CM X 7CM,,1,,3.94,23,Blackhall,,,5099627813181
NON-WOVEN 3-PLY KIDS FACE MASK BLUE,,10,,1.36,23,ASAP INOV,,9555890917231,5099627835886
NON-WOVEN 3-PLY KIDS FACE MASK PUPPY PAT,,10,,1.63,23,ASAP INOV,,9555890917248,5099627475921
NOOTROPIL 1200MG TABS ULM POA,PIRACETAM,60,,0.00,0,Unlicensed Medicines,S1A,,2200002925655
NOOTROPIL 33% SOLUTION ULM POA,PIRACETAM,300,,0.00,0,Unlicensed Medicines,S1A,,2200002792813
NOOTROPIL 800MG TABS ULM POA,PIRACETAM,90,,0.00,0,Unlicensed Medicines,S1A,,2200002792820
NOOTROPIL 800MG TABS ULM POA,PIRACETAM,90,,5.30,0,Beiersdorf,,4005808888115,
NOQTURINA 25MCG ORAL LYOPHILISATE,DESMOPRESSIN,30,36968,27.38,0,Ferring,S1B,5391505670603,5099627573634
NOQTURINA 50MCG ORAL LYOPHILISATE,DESMOPRESSIN,30,36969,29.20,0,Ferring,S1B,5391505670610,5099627573696
NORADRENALINE 4MG/2ML SOLN/INF ULM POA,NOREPHINEPHRINE,5,,0.00,23,Unlicensed Medicines,S1A,,2200002781176
NORADRENALINE 4MG/4ML CONC/SOLN/INF ULM,NOREPHINEPHRINE,10,,0.00,23,Unlicensed Medicines,S1A,,2200002799713
NORADRENALINE 8MG/8ML CONC/SOLN/INF ULM,NOREPHINEPHRINE,10,,0.00,23,Unlicensed Medicines,S1A,,2200002799720
NORADRENALINE NOREPINEPH 1:1000 CONC/INF,NOREPINEPHRINE,5,,5.35,23,Pfizer,S1A,5013158015890,5099627830317
NORDIMET 10MG SOLN/NJ PFP,METHOTREXATE,1,35001,15.58,23,Nordicphar,S1A,8718481141588,5099627845557
NORDIMET 12.5MG SOLN/INJ PFP,METHOTREXATE,1,35002,18.17,23,Nordicphar,S1A,8718481141601,5099627845571
NORDIMET 12.5MG SOLN/INJ PFP,METHOTREXATE,1,35002,18.17,23,Nordicphar,S1A,8718481143728,5099627845571
NORDIMET 15MG SOLN/INJ PFP,METHOTREXATE,1,35003,18.24,23,Nordicphar,S1A,8718481141625,5099627845540
NORDIMET 15MG SOLN/INJ PFP,METHOTREXATE,1,35003,18.24,23,Nordicphar,S1A,8718481143742,5099627845540
NORDIMET 17.5MG SOLN/INJ PFP,METHOTREXATE,1,35004,21.09,23,Nordicphar,S1A,8718481141649,5099627845519
NORDIMET 20MG SOLN/INJ PFP,METHOTREXATE,1,35005,21.50,23,Nordicphar,S1A,8718481141663,5099627845588
NORDIMET 20MG SOLN/INJ PFP,METHOTREXATE,1,35005,21.50,23,Nordicphar,S1A,8718481143780,5099627845588
NORDIMET 22.5MG SOLN/INJ PFP,METHOTREXATE,1,35006,25.29,23,Nordicphar,S1A,8718481141687,5099627845595
NORDIMET 25MG SOLN/INJ PFP,METHOTREXATE,1,35007,25.34,23,Nordicphar,S1A,8718481141700,5099627845366
NORDIMET 7.5MG SOLN/INJ PFP,METHOTREXATE,1,35000,14.44,23,Nordicphar,S1A,8718481141564,5099627845359
NORDIMET 7.5MG SOLN/INJ PFP,METHOTREXATE,1,35000,14.44,23,Nordicphar,S1A,8718481143681,5099627845359
NORDITROPIN FLEXPRO 10MG/1.5ML INJ PFP,SOMATROPIN,1,88831,317.78,23,Novo Nrdsk,S1A,5712249110451,5099627303453
NORDITROPIN FLEXPRO 15MG/1.5ML INJ PFP,SOMATROPIN,1,88832,485.39,23,Novo Nrdsk,S1A,5712249110222,5099627712842
NORDITROPIN FLEXPRO 5MG/1.5ML INJ PFP,SOMATROPIN,1,88830,158.38,23,Novo Nrdsk,S1A,5712249110468,5099627953429
NORDITROPIN SIMPLEXX 10MG/1.5ML SOLN/INJ,,1,,317.78,23,Novo Nrdsk,,5391501310046,5099627801232
NORDITROPIN SIMPLEXX 15MG/1.5ML SOLN/INJ,,1,,485.38,23,Novo Nrdsk,,5391501310053,5099627801249
NORDITROPIN SIMPLEXX 5MG/1.5ML SOLN/INJ,,1,,158.38,23,Novo Nrdsk,,5391501310039,5099627801225
NORDURINE 0.1MG TABS,DESMOPRESSIN,30,36950,23.02,0,Ferring,S1B,5391505670306,5099627083942
NORDURINE 0.1MG TABS,DESMOPRESSIN,90,68601,69.01,0,Ferring,S1B,5391505670337,5099627276801
NORDURINE 0.2MG TABS,DESMOPRESSIN,30,36982,46.04,0,Ferring,S1B,5391505670313,5099627083935
NORDURINE 0.2MG TABS,DESMOPRESSIN,90,68618,138.13,0,Ferring,S1B,5391505670344,5099627276856
NORETHIND/ETHINYLEST 1MG/0.02MG TABS ULM,NORETHIND AC/ETHINYLESTRA,63,,0.00,0,Unlicensed Medicines,S1A,,2200002897006
NORFLOXACIN 400MG TABS ULM POA,NORFLOXACIN,14,,0.00,0,Unlicensed Medicines,S1A,,2200002799737
NORFLOXACINE 400MG TABS ULM POA,NORFLOXACIN,10,,0.00,0,Unlicensed Medicines,S1A,,2200002781305
NORGALAX 120MG MICROENEMA ULM POA,DOCUSATE SODIUM,1,,0.00,23,Unlicensed Medicines,S1A,,2200002770248
NORGALAX 120MG MICROENEMA ULM POA,DOCUSATE SODIUM,6,,0.00,23,Unlicensed Medicines,S1A,,2200002770255
NORGESTON 30MCG TABS ULM POA,LEVONORGESTREL,60,,0.00,0,Unlicensed Medicines,S1A,,2200002774505
NORIDAY 350MCG TABS,NORETHISTERONE,28,62375,2.90,0,Pfizer,S1B,5010827871627,5099627028851
NORIDAY 350MCG TABS,NORETHISTERONE,28,62375,2.90,0,Pfizer,S1B,5010827871993,5099627028851
NORIDAY 350MCG TABS,NORETHISTERONE,28,62375,2.90,0,Pfizer,S1B,5012882008789,5099627028851
NORIDAY 350MCG TABS,NORETHISTERONE,28,62375,2.90,0,Pfizer,S1B,5013457826623,5099627028851
NORIDAY 350MCG TABS PCO,NORETHISTERONE,28,64258,2.82,0,Pco,S1B,,5099627803229
NORIDAY 350MCG TABS ULM,NORETHISTERONE,84,55524,9.34,0,Unlicensed Medicines,S1B,5013457026627,5099627186988
NORIMIN  28 DAY TABS 3 X 28 ULM POA,NORETHISTER/ETHINYLESTRAD,1,,0.00,0,Unlicensed Medicines,S1A,,2200002954037
NORIMIN TABS 3 X 21 ULM POA,NORETHISTER/ETHINYLESTRAD,1,,0.00,0,Unlicensed Medicines,S1A,,2200002792240
NORINYL-1 TABS 3 X 21 ULM POA,NORETHISTERONE/MESTRANOL,1,,0.00,0,Unlicensed Medicines,S1A,,2200002781282
NORITREN 10MG TABS ULM POA,NORTRIPTYLINE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002781343
NORITREN 25MG TABS ULM POA,NORTRIPTYLINE,30,,0.00,0,Unlicensed Medicines,S1A,,2200002781367
NORLEVO 1.5MG TABLET,LEVONORGESTREL,1,,11.82,0,Hra Pharma,P,5391505670382,5099627091824
NORLEVO 1.5MG TABLET IMED,LEVONORGESTREL,1,,11.82,0,Imed,P,,5099627209960
NORLEVO 1.5MG TABLET LTT,LEVONORGESTREL,1,,11.46,0,Ltt Pharma,P,5037015030642,5099627646383
NORLEVO 1.5MG TABLET PCO,LEVONORGESTREL,1,,11.82,0,Pco,P,3400936413726,5099627555890
NORLEVO 1.5MG TABS,LEVONORGESTREL,1,,7.32,0,,,,
NORMACOL 62% GRANULES,STERCULIA,500,68632,7.73,0,Norgine,P,5012748025011,5099627220064
NORMACOL 62% GRANULES,STERCULIA,500,68632,7.73,0,Norgine,P,5012748025042,5099627220064
NORMACOL 62% GRANULES SACHETS 7G,STERCULIA,60,35726,6.49,0,Norgine,P,5012748026018,5099627054676
NORMACOL 62% GRANULES SACHETS 7G,STERCULIA,60,35726,6.49,0,Norgine,P,5012748026049,5099627054676
NORMACOL PLUS GRANULES,STERCULIA/FRANGULA,200,,4.53,0,Norgine,P,5012748012059,5099627028929
NORMACOL PLUS GRANULES,STERCULIA/FRANGULA,500,,9.32,0,Norgine,P,5012748015012,5099627028912
NORMACOL PLUS GRANULES,STERCULIA/FRANGULA,500,,9.32,0,Norgine,P,5012748015043,5099627028912
NORMAL SALINE EYE DROPS 0.9% EYE DROPS,SODIUM CHLORIDE,10,,4.44,23,Martindale,P,5016091572611,5099627283687
NORMASOL SACHET 100ML,SODIUM CHLORIDE,60,,75.20,23,Medlock,,5012509000523,5099627428521
NORMASOL SACHET 25ML,SODIUM CHLORIDE,25,,9.40,23,Medlock,,5012509000141,5099627525107
NORMASOL SACHET 25ML,SODIUM CHLORIDE,250,,77.60,23,Medlock,,5012509126964,5099627428514
NORMASOL TOP IRRIGATION SOLN 25ML POA,,25,,0.00,23,Medisource,,,5099627111591
NORMIX 200MG TABS ULM,RIFAXIMIN,12,20126,14.95,0,,,,
NORMIX 200MG TABS ULM,RIFAXIMIN,12,20126,14.95,0,Cussons,,5000101682469,
NORMIX 200MG TABS ULM,RIFAXIMIN,12,20126,14.95,0,Cussons,,5000101714832,
NORMIX 200MG TABS ULM,RIFAXIMIN,12,20126,14.95,0,Unlicensed Medicines,S1A,,2200002793506
NORMIX 2G/100ML GRANS/SUSP ULM POA,RIFAXIMIN,60,,0.00,0,Unlicensed Medicines,S1A,,2200002784818
NORMIX 2G/100ML GRANS/SUSP ULM POA,RIFAXIMIN,200,,0.00,0,Unlicensed Medicines,S1A,,2200002784825
NORPROLAC 75MCG TABS ULM,QUINAGOLIDE,30,20131,79.68,0,,,,
NORPROLAC 75MCG TABS ULM,QUINAGOLIDE,30,20131,79.68,0,,,,
NORPROLAC 75MCG TABS ULM,QUINAGOLIDE,30,20131,79.68,0,Unlicensed Medicines,S1A,,2200002793421
NORPROLAC TABS STARTER PACK ULM POA,QUINAGOLIDE,6,,0.00,0,Unlicensed Medicines,S1A,,2200002793414
NORTEM 10MG TABS TEMAZEPAM,TEMAZEPAM,28,19385,2.18,0,Teva,CD3,5060135092634,5099627630313
NORTEM 10MG TABS TEMAZEPAM,TEMAZEPAM,100,,5.03,0,Teva,,5023497100119,
NORTEM 20MG TABS TEMAZEPAM,TEMAZEPAM,28,19427,3.35,0,Teva,CD3,5060135092641,5099627630016
NORTEM 20MG TABS TEMAZEPAM,TEMAZEPAM,100,,7.73,0,Teva,,5023497100126,
NORTREL 0.5/35 TABS 3 X 28 ULM POA,NORETHISTER/ETHINYLESTRAD,1,,0.00,0,Unlicensed Medicines,S1A,,2200002942256
NORTREL 1/35 TABS 6 X 28 ULM POA,NORETHISTER/ETHINYLESTRAD,1,,0.00,0,Unlicensed Medicines,S1A,,2200002781244
NORTRILEN 10MG TABS ULM,NORTRIPTYLINE,50,20461,8.09,0,,,,
NORTRILEN 10MG TABS ULM,NORTRIPTYLINE,50,20461,8.09,0,,,,
NORTRILEN 10MG TABS ULM,NORTRIPTYLINE,50,20461,8.09,0,Unlicensed Medicines,S1A,,2200002799751
NORTRILEN 25MG TABS ULM POA,NORTRIPTYLINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002908511
NORTRIPTYLINE 10MG CAPS ULM POA,NORTRIPTYLINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781312
NORTRIPTYLINE 10MG TABS ULM POA,NORTRIPTYLINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781350
NORTRIPTYLINE 10MG/5ML ORAL SOLN ULM POA,NORTRIPTYLINE,150,,0.00,0,Unlicensed Medicines,S1A,,2200002781336
NORTRIPTYLINE 25MG CAPS ULM POA,NORTRIPTYLINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002781329
NORTRIPTYLINE 25MG FC TABS ULM POA,NORTRIPTYLINE,50,,0.00,0,Unlicensed Medicines,S1A,,2200002925662
NORTRIPTYLINE 25MG FC TABS ULM POA,NORTRIPTYLINE,100,,0.00,0,Unlicensed Medicines,S1A,,2200002799775
NORVIR 100MG FC TABS,RITONAVIR,30,,27.89,0,Abbvie Ltd,S1A,,5099627385183
NORVIR 100MG POWDER FOR ORAL SUSPENSION,RITONAVIR,30,,30.14,0,Abbvie Ltd,S1A,8054083008646,5099627675673
NORZAC 20MG HARD CAPS FLUOXETINE,FLUOXETINE,30,,5.67,0,Teva,,5023497480211,
NOTE,,1,,0.00,0,,,,
NOTE ON BAG,,1,,0.00,23,,,,
NOTIABOLFEN XL 150MG PRO REL TABS,QUETIAPINE,60,31787,26.80,0,Accord Hc,S1A,5055565708217,5099627976381
NOTIABOLFEN XL 200MG PRO REL TABS,QUETIAPINE,60,32632,26.82,0,Accord Hc,S1A,5055565701799,5099627920001
NOTIABOLFEN XL 300MG PRO REL TABS,QUETIAPINE,60,32743,35.29,0,Accord Hc,S1A,5055565701805,5099627920247
NOTIABOLFEN XL 400MG PRO REL TABS,QUETIAPINE,60,32796,45.88,0,Accord Hc,S1A,5055565701812,5099627920278
NOTIABOLFEN XL 50MG PRO REL TABS,QUETIAPINE,60,32604,12.00,0,Accord Hc,S1A,5055565714935,5099627194129
NOURISH ORG WHOLE FOODS MEAL REPLACE ULM,MULTIVITAMINS/MINERALS,24,,0.00,0,Unlicensed Medicines,S1A,,5099627395847
NOVA-T 380 CU380AG IUD POA,,1,,0.00,13.50,Medisource,,,5099627914734
NOVA-T 380 IUD POA,,1,,29.56,13.50,Elements,,,5099627383387
NOVAFORM CONF BNDG 10CM X 4M,,1,86347,0.19,23,Lynch Med,,,5099627268509
NOVAFORM CONF BNDG 15CM X 4M,,1,86348,0.27,23,Lynch Med,,,5099627268516
NOVAFORM CONF BNDG 5CM X 4M,,1,86345,0.13,23,Lynch Med,,,5099627268479
NOVAFORM CONF BNDG 7.5CM X 4M,,1,86346,0.17,23,Lynch Med,,,5099627268493
NOVALAST ELASTIC CREPE BNDG 10CM X 4.5M,,1,86351,0.53,23,Lynch Med,,,5099627304696
NOVALAST ELASTIC CREPE BNDG 15CM X 4.5M,,1,86352,0.78,23,Lynch Med,,,5099627304702
NOVALAST ELASTIC CREPE BNDG 5CM X 4.5M,,1,86349,0.30,23,Lynch Med,,,5099627304672
NOVALAST ELASTIC CREPE BNDG 7.5CM X 4.5M,,1,86350,0.44,23,Lynch Med,,,5099627304689
NOVALGIN 500MG TABS ULM POA,METAMIZOLE,50,,0.00,0,Unlicensed Medicines,S1A,,2200002777315
NOVANEST PURUM 2% 40MG/2ML INJ ULM POA,PROCAINE,10,,0.00,23,Unlicensed Medicines,S1A,,2200002800365
NOVAPEN 250MG/5ML SYR AMPICILLIN,AMPICILLIN,100,,1.76,0,Pinewood,,5099186002231,
NOVAPEN CAPS 250MG AMPICILLIN,AMPICILLIN,500,,33.88,0,Pinewood,,5099186002255,
NOVAPEN CAPS 500MG AMPICILLIN,AMPICILLIN,500,,66.38,0,Pinewood,,5099186002286,
NOVO-PERIDOL 0.5MG TABS ULM POA,HALOPERIDOL,100,,0.00,0,Unlicensed Medicines,S1A,,2200002868051
NOVODIGAL TABS 0.2MG ULM POA,BETA ACETYLDIGOXIN,100,,0.00,0,Unlicensed Medicines,S1A,,2200002765343
NOVOFEM TABS 3 X 28,ESTRADIOL/NORETHISTERONE,84,15628,16.08,0,Novo Nrdsk,S1B,5017954001316,5099627385213
NOVOFINE 30G X 6MM INSULINS/N SIMPLEXX,,100,,16.00,23,,,,
